	filename	scene_label
26	vocal_imitations/00031_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
26	vocal_imitations/00031_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
27	vocal_imitations/00023_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
27	vocal_imitations/00023_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
28	vocal_imitations/00030_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
28	vocal_imitations/00030_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
29	vocal_imitations/00032_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
29	vocal_imitations/00032_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
30	vocal_imitations/00035_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
30	vocal_imitations/00035_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
31	vocal_imitations/00033_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
31	vocal_imitations/00033_001Animal_Domestic animals_pets_Cat_Hiss.wav	001A
32	vocal_imitations/00055_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
32	vocal_imitations/00055_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
33	vocal_imitations/00047_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
33	vocal_imitations/00047_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
34	vocal_imitations/00054_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
34	vocal_imitations/00054_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
35	vocal_imitations/00058_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
35	vocal_imitations/00058_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
36	vocal_imitations/00040_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
36	vocal_imitations/00040_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
37	vocal_imitations/00043_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
37	vocal_imitations/00043_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
38	vocal_imitations/00056_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
38	vocal_imitations/00056_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
39	vocal_imitations/00046_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
39	vocal_imitations/00046_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
40	vocal_imitations/00044_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
40	vocal_imitations/00044_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
41	vocal_imitations/00041_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
41	vocal_imitations/00041_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
42	vocal_imitations/00039_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
42	vocal_imitations/00039_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
43	vocal_imitations/00045_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
43	vocal_imitations/00045_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
44	vocal_imitations/00051_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
44	vocal_imitations/00051_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
45	vocal_imitations/00042_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
45	vocal_imitations/00042_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
46	vocal_imitations/00050_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
46	vocal_imitations/00050_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
47	vocal_imitations/00057_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
47	vocal_imitations/00057_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
48	vocal_imitations/00052_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
48	vocal_imitations/00052_002Animal_Domestic animals_pets_Cat_Meow.wav	002A
49	vocal_imitations/00067_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
49	vocal_imitations/00067_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
50	vocal_imitations/00059_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
50	vocal_imitations/00059_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
51	vocal_imitations/00060_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
51	vocal_imitations/00060_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
52	vocal_imitations/00072_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
52	vocal_imitations/00072_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
53	vocal_imitations/00064_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
53	vocal_imitations/00064_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
54	vocal_imitations/00061_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
54	vocal_imitations/00061_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
55	vocal_imitations/00073_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
55	vocal_imitations/00073_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
56	vocal_imitations/00070_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
56	vocal_imitations/00070_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
57	vocal_imitations/00071_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
57	vocal_imitations/00071_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
58	vocal_imitations/00075_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
58	vocal_imitations/00075_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
59	vocal_imitations/00066_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
59	vocal_imitations/00066_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
60	vocal_imitations/00062_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
60	vocal_imitations/00062_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
61	vocal_imitations/00063_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
61	vocal_imitations/00063_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
62	vocal_imitations/00068_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
62	vocal_imitations/00068_003Animal_Domestic animals_pets_Cat_Purr.wav	003A
63	vocal_imitations/00112_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
63	vocal_imitations/00112_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
64	vocal_imitations/00113_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
64	vocal_imitations/00113_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
65	vocal_imitations/00102_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
65	vocal_imitations/00102_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
66	vocal_imitations/00108_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
66	vocal_imitations/00108_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
67	vocal_imitations/00100_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
67	vocal_imitations/00100_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
68	vocal_imitations/00099_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
68	vocal_imitations/00099_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
69	vocal_imitations/00107_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
69	vocal_imitations/00107_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
70	vocal_imitations/00106_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
70	vocal_imitations/00106_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
71	vocal_imitations/00098_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
71	vocal_imitations/00098_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
72	vocal_imitations/00110_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
72	vocal_imitations/00110_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
73	vocal_imitations/00109_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
73	vocal_imitations/00109_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
74	vocal_imitations/00104_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
74	vocal_imitations/00104_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
75	vocal_imitations/00097_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
75	vocal_imitations/00097_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
76	vocal_imitations/00105_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
76	vocal_imitations/00105_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
77	vocal_imitations/00096_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
77	vocal_imitations/00096_005Animal_Domestic animals_pets_Dog_Growling.wav	005A
78	vocal_imitations/00118_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
78	vocal_imitations/00118_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
79	vocal_imitations/00114_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
79	vocal_imitations/00114_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
80	vocal_imitations/00132_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
80	vocal_imitations/00132_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
81	vocal_imitations/00133_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
81	vocal_imitations/00133_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
82	vocal_imitations/00126_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
82	vocal_imitations/00126_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
83	vocal_imitations/00121_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
83	vocal_imitations/00121_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
84	vocal_imitations/00117_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
84	vocal_imitations/00117_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
85	vocal_imitations/00122_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
85	vocal_imitations/00122_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
86	vocal_imitations/00129_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
86	vocal_imitations/00129_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
87	vocal_imitations/00124_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
87	vocal_imitations/00124_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
88	vocal_imitations/00127_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
88	vocal_imitations/00127_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
89	vocal_imitations/00116_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
89	vocal_imitations/00116_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
90	vocal_imitations/00125_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
90	vocal_imitations/00125_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
91	vocal_imitations/00131_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
91	vocal_imitations/00131_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
92	vocal_imitations/00130_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
92	vocal_imitations/00130_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
93	vocal_imitations/00123_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
93	vocal_imitations/00123_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
94	vocal_imitations/00128_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
94	vocal_imitations/00128_006Animal_Domestic animals_pets_Dog_Howl.wav	006A
95	vocal_imitations/00143_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
95	vocal_imitations/00143_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
96	vocal_imitations/00138_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
96	vocal_imitations/00138_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
97	vocal_imitations/00136_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
97	vocal_imitations/00136_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
98	vocal_imitations/00147_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
98	vocal_imitations/00147_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
99	vocal_imitations/00149_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
99	vocal_imitations/00149_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
100	vocal_imitations/00135_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
100	vocal_imitations/00135_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
101	vocal_imitations/00140_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
101	vocal_imitations/00140_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
102	vocal_imitations/00141_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
102	vocal_imitations/00141_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
103	vocal_imitations/00146_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
103	vocal_imitations/00146_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
104	vocal_imitations/00144_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
104	vocal_imitations/00144_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
105	vocal_imitations/00148_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
105	vocal_imitations/00148_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
106	vocal_imitations/00145_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
106	vocal_imitations/00145_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
107	vocal_imitations/00139_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
107	vocal_imitations/00139_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	007A
108	vocal_imitations/00182_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
108	vocal_imitations/00182_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
109	vocal_imitations/00187_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
109	vocal_imitations/00187_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
110	vocal_imitations/00169_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
110	vocal_imitations/00169_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
111	vocal_imitations/00174_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
111	vocal_imitations/00174_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
112	vocal_imitations/00176_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
112	vocal_imitations/00176_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
113	vocal_imitations/00178_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
113	vocal_imitations/00178_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
114	vocal_imitations/00186_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
114	vocal_imitations/00186_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
115	vocal_imitations/00170_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
115	vocal_imitations/00170_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
116	vocal_imitations/00173_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
116	vocal_imitations/00173_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
117	vocal_imitations/00181_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
117	vocal_imitations/00181_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
118	vocal_imitations/00184_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
118	vocal_imitations/00184_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
119	vocal_imitations/00185_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
119	vocal_imitations/00185_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
120	vocal_imitations/00172_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
120	vocal_imitations/00172_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
121	vocal_imitations/00177_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
121	vocal_imitations/00177_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
122	vocal_imitations/00179_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
122	vocal_imitations/00179_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
123	vocal_imitations/00188_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
123	vocal_imitations/00188_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
124	vocal_imitations/00180_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
124	vocal_imitations/00180_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	009A
125	vocal_imitations/00198_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
125	vocal_imitations/00198_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
126	vocal_imitations/00199_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
126	vocal_imitations/00199_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
127	vocal_imitations/00192_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
127	vocal_imitations/00192_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
128	vocal_imitations/00202_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
128	vocal_imitations/00202_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
129	vocal_imitations/00205_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
129	vocal_imitations/00205_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
130	vocal_imitations/00206_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
130	vocal_imitations/00206_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
131	vocal_imitations/00191_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
131	vocal_imitations/00191_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
132	vocal_imitations/00203_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
132	vocal_imitations/00203_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
133	vocal_imitations/00195_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
133	vocal_imitations/00195_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
134	vocal_imitations/00189_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
134	vocal_imitations/00189_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
135	vocal_imitations/00190_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
135	vocal_imitations/00190_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
136	vocal_imitations/00196_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
136	vocal_imitations/00196_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
137	vocal_imitations/00193_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
137	vocal_imitations/00193_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
138	vocal_imitations/00197_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
138	vocal_imitations/00197_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
139	vocal_imitations/00201_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
139	vocal_imitations/00201_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	010A
140	vocal_imitations/00214_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
140	vocal_imitations/00214_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
141	vocal_imitations/00209_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
141	vocal_imitations/00209_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
142	vocal_imitations/00213_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
142	vocal_imitations/00213_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
143	vocal_imitations/00216_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
143	vocal_imitations/00216_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
144	vocal_imitations/00217_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
144	vocal_imitations/00217_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	011A
